Id;Type;Month;Pond;C14:0;C14:1;C16:0;C18:0;C18:1;LIN;GLA;ALA;SDA;ARA;EPA;DHA;FAME;LCPUFA;SCPUFA;SFA;MUFA;PUFA;BFA;TFA;n3;n6;dw;filter;;;;TL
Z20;Zooplankton;June;NL;3.585807352;0.078153903;14.95499937;3.574636657;10.50973549;3.477869817;0.815520024;11.89113433;5.921012586;3.972150472;9.257047366;1.270742529;90.69;16.15852617;23.07437013;24.92545336;21.9569331;39.23289629;10.99214954;0.21245509;29.47129198;9.761604319;;;;;;
Z7;Zooplankton;June;Stadt;1.491381373;0.052403393;9.98301486;2.176861875;10.22593318;3.017108023;0.81928332;5.929385213;1.457442729;2.870103534;6.763642445;0.364082791;65.19;10.90282473;11.22321928;16.20133127;23.05072769;22.12604402;10.98516107;0.243813933;15.15752403;6.968519987;;;;;;
Z8;Zooplankton;June;Stadt;2.381810856;0.0834732;14.76533673;3.081797652;14.01642424;4.359726701;1.189057389;8.823938254;2.085731351;3.935781176;10.01352338;1.503257894;95.1;16.89829327;16.4584537;23.88844956;32.28772601;33.35674696;15.48383156;0.342847415;23.4361858;9.920561161;;;;;;
Z9;Zooplankton;June;Stadt;1.383766837;0.034867023;8.900496322;2.372025142;8.478996863;3.072510245;0.637143869;6.126638928;1.288159946;2.224981329;6.444764432;2.171175696;57.77;11.89312471;11.12445299;14.81507729;17.19830259;23.0175777;7.962198186;0.297630283;16.76372741;6.25385029;;;;;;
Z94;Zooplankton;September;Dach;3.068862004;0;12.39148569;3.72988782;4.811406989;2.877356968;0.413752716;7.142709658;3.31377073;2.722006757;9.595823314;8.937569064;75.8;27.24260161;14.10287535;21.92345358;11.19455209;41.34547696;5.139239859;0.530778341;30.44303893;10.90243803;;;;;;
Z95;Zooplankton;September;Dach;3.413650283;0.036873398;13.2543325;4.077689247;5.224216159;3.099380128;0.439535785;7.712849995;3.474357676;2.848681468;10.07200355;8.948882607;81.09;28.39367831;15.22650569;23.98111059;11.94627198;43.62018401;5.735596639;0.75940224;31.88231423;11.76707627;;;;;;
Z103;Zooplankton;September;Durn;1.957367495;0.053504787;10.59692278;3.165926944;9.815665895;3.213401309;0.409066745;9.424886435;6.37578379;2.639016549;7.910118239;0.266607349;74.53;12.48492294;19.6257685;17.4369901;20.48808168;32.11069144;10.73246614;0.03491913;25.2610946;6.849596835;;;;;;
Z104;Zooplankton;September;Durn;2.287009301;0.057607901;11.54256721;3.559486121;10.79310119;3.501406098;0.493105328;9.971760661;6.800799846;2.955993246;8.536678417;0.27481022;81.37;13.53744479;21.05589456;19.30577589;22.48031557;34.59333935;11.81904287;0.107011557;27.00448249;7.588856865;;;;;;
Z105;Zooplankton;September;Durn;1.590183542;0;8.530785015;2.721030475;8.021051313;2.607929146;0.333795144;7.232985306;4.782301853;2.282925798;6.234824946;0.378188504;59.77;10.18964527;15.09527437;14.2625728;16.74195797;25.28491964;8.676006726;0.036532618;19.65771605;5.627203593;;;;;;
Z91;Zooplankton;September;Eng;1.369497175;0;18.74686375;4.096520155;16.47683889;6.245115809;0.491467657;20.85556231;10.6636988;1.419482232;9.672507523;4.512392984;109.34;18.90535194;40.0929902;26.60765006;21.95570034;58.99834215;5.361810688;0.390054443;46.97160865;12.04932668;;;;;;
Z92;Zooplankton;September;Eng;1.706831647;0.015279517;21.77454674;5.018457557;19.00348401;6.388181334;0.552905199;23.68328968;11.69569542;1.496354791;10.65915747;6.027290722;125.43;22.02605095;44.20495569;31.41524899;25.40173042;66.23100664;6.342631709;0.566667232;53.50421758;12.74963457;;;;;;
Z93;Zooplankton;September;Eng;1.846474877;0;22.17474458;5.472369094;19.1269492;6.793430967;0.565583213;23.22313376;11.64482837;1.588215311;10.8108769;6.387180754;126.85;22.6550605;43.98493012;32.38065101;25.55059454;66.63999062;6.28708482;0.570351661;53.45786407;13.20382991;;;;;;
Z85;Zooplankton;September;Herr;3.67940299;0.091187873;14.32818733;3.976204562;9.12586598;3.270281521;0.482428239;8.739560843;3.650244666;1.868169102;13.22827778;0.459076229;83.18;16.89357733;17.31637678;23.5212429;23.27111749;34.20995411;6.532929782;0.141682067;26.98267701;7.305630623;;;;;;
Z86;Zooplankton;September;Herr;4.695121817;0.121260015;17.96654521;5.17474074;11.88761788;4.545819896;0.678335672;11.45387665;4.803384833;2.416721466;16.69479905;0.694544376;107.96;21.70446249;23.08747791;29.86094736;30.35775194;44.79194041;8.547096629;0.205384729;34.86091405;10.02660807;;;;;;
Z87;Zooplankton;September;Herr;3.392976995;0.085228845;13.51749282;4.080886319;9.184578807;3.614426544;0.467968738;8.170146969;3.393338825;1.707846837;11.94297879;0.504796895;78.98;15.5479871;16.77434213;22.39049882;22.18400182;32.32232923;6.028152722;0.133825918;24.90794273;7.476414891;;;;;;
Z82;Zooplankton;September;Jag;1.899887777;0.060386868;17.23576754;5.189924935;13.01471738;4.010367485;0.579314367;3.904095386;10.62549512;2.182521294;15.24451255;0.917231852;96.42;20.83254804;20.23889456;26.93126645;24.9718015;41.07144261;9.544839774;0.170254077;32.42237854;8.695838788;;;;;;
Z83;Zooplankton;September;Jag;1.559997293;0.047186736;16.21756832;4.701692043;11.34775591;3.923824136;0.457199607;0;10.01417777;1.947570311;13.84660134;2.124997089;85.17;20.70190848;15.3900186;24.8445441;21.16290085;36.09192708;8.454893866;0.165920325;27.64682018;8.484843397;;;;;;
Z84;Zooplankton;September;Jag;1.891625766;0.055750582;15.28545296;4.84495511;10.59397902;3.506338945;0.45074476;13.6566019;8.533371259;1.963645334;13.86999652;1.206365586;94.76;19.37719197;27.11918546;24.32698391;21.32357023;46.49637743;7.825133419;0.179953722;38.85473442;7.683247118;;;;;;
Z106;Zooplankton;September;Kieb;0.743563952;0.029158861;16.21571218;4.503058298;5.200141601;2.864406231;0.396618301;11.90859045;7.474245575;1.74787215;10.94223661;4.399048764;80.21;21.28960304;22.64386056;23.90167657;10.72275466;43.9334636;5.450233598;0.475467635;36.24490498;7.688558612;;;;;;
Z107;Zooplankton;September;Kieb;0.722743847;0.036978931;16.50244921;4.062778858;6.211551414;3.185484438;0.478738636;13.18842011;7.775315535;2.113812425;12.54819113;4.186809644;86.18;22.94606313;24.62795872;23.91436941;12.74347639;47.57402185;6.307748786;0.512143543;39.24013248;8.333889369;;;;;;
Z108;Zooplankton;September;Kieb;2.716936727;0;17.59532408;4.291305682;5.324711122;3.271877231;0.366025684;13.49507493;8.569209853;1.978020672;12.61156899;6.336817998;92.39;26.22647282;26.61786963;27.36993449;11.08642347;52.84434245;5.313927227;0.480512258;42.76461082;10.07973163;;;;;;
Z88 ;Zooplankton;September;Stadt;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;
Z89 ;Zooplankton;September;Stadt;2.03301578;0.024393195;10.77320601;5.393826282;10.20957986;6.095504625;0.597380753;10.02099138;2.874602216;3.668169077;8.188339549;0.703951536;74.39;14.23861595;20.55670533;20.22626521;17.56138951;34.79532128;6.512545528;0.329191866;22.84454747;11.99413064;;;;;;
Z90;Zooplankton;September;Stadt;1.947079527;0.027997062;10.21828002;4.019407503;9.370872481;4.994734331;0.601167879;9.347856527;3.007756329;2.924288367;7.379053104;0.325729311;66.21;11.94654005;18.82326838;17.7452265;16.13607679;30.76980843;5.177510859;0.156054883;20.89061286;9.912201518;;;;;;
